	ID	Text	Text_korr	Span	StartChar	EndChar	Code-annotator1	Code-annotator2	Code-annotator3	Code-annotator4	status	context_before	match	context_after
HA-NdL_15-06-01_18-16-73_WB06+3083	1901.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	3083	3086	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	urch ein Wunder, nach einem zufälligen Tritt des Landarztes gegen das Tor des eigenen Schweinestalls, ein Pferdegespann mit einem Stallknecht: „’Soll 	ich	 anspannen?’ fragte er [der Stallknecht], auf allen Vieren hervorkriechend.“ Aus dem engen, vergessenen Gemäuer seines Hofes entfaltet sich nun ein ih
HA-NdL_15-06-01_18-16-73_WB06+4142	1902.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	4142	4145	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	rmutenwecken in dem Landarzt (?) den Verdacht, dass sie im Auftrag des Knechts außergewöhnliche Kräfte freisetzen: „Mit so schönem Gespann, das merke 	ich	, bin ich noch nie gefahren.“ Diese Kräfte entpuppen sich schließlich als übernatürliche Fähigkeiten: „[A]ls öffne sich unmittelbar vor meinem Hoftor 
HA-NdL_15-06-01_18-16-73_WB06+4151	1903.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	4151	4154	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	ken in dem Landarzt (?) den Verdacht, dass sie im Auftrag des Knechts außergewöhnliche Kräfte freisetzen: „Mit so schönem Gespann, das merke ich, bin 	ich	 noch nie gefahren.“ Diese Kräfte entpuppen sich schließlich als übernatürliche Fähigkeiten: „[A]ls öffne sich unmittelbar vor meinem Hoftor der Hof m
HA-NdL_15-06-01_18-16-73_WB06+4323	1904.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	4323	4326	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	“ Diese Kräfte entpuppen sich schließlich als übernatürliche Fähigkeiten: „[A]ls öffne sich unmittelbar vor meinem Hoftor der Hof meines Kranken, bin 	ich	 schon dort; ruhig stehen die Pferde.“ Während der Behandlung des Patienten erinnert sich der Landarzt daran, unter welchen Umständen er an die Pferde
HA-NdL_15-06-01_18-16-73_WB06+4617	1905.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	4617	4620	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	ie Pferde gelangt ist. Diese beobachten ihn bei der ärztlichen Versorgung: Diese Pferde, die jetzt die Riemen irgendwie gelockert haben; die Fenster, 	ich	 weiß nicht wie, von außen aufstoßen; jedes durch ein Fenster den Kopf stecken und, unbeirrt durch den Aufschrei der Familie, den Kranken betrachten. 
HA-NdL_15-06-01_18-16-73_WB06+4993	1907.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	4993	4996	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	äher untersucht. Und nochmals rekapituliert er: Mein Pferd ist verendet, und da ist niemand im Dorf, der mir seines leiht. Aus dem Schweinestall muss 	ich	 mein Gespann ziehen; wären es nicht zufällig Pferde, müsste ich mit Säuen fahren.  Der Patient scheint gesund zu sein, doch dann vollzieht sich die W
HA-NdL_15-06-01_18-16-73_WB06+5057	1908.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	5057	5060	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	erendet, und da ist niemand im Dorf, der mir seines leiht. Aus dem Schweinestall muss ich mein Gespann ziehen; wären es nicht zufällig Pferde, müsste 	ich	 mit Säuen fahren.  Der Patient scheint gesund zu sein, doch dann vollzieht sich die Wende: „ [J]etzt wiehern beide Pferde; der Lärm soll wohl, höhern
HA-NdL_15-06-01_18-16-73_WB06+5273	1909.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	5273	5276	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	nn vollzieht sich die Wende: „ [J]etzt wiehern beide Pferde; der Lärm soll wohl, höhern Orts angeordnet, die Untersuchung erleichtern - und nun finde 	ich	: ja, der Junge ist krank.“ Der Arzt erschöpft sich gemeinsam mit dem Patienten und wird neben ihm zur Ruhe gebettet: „[W]arm liegt das Bettzeug um mi
HA-NdL_15-06-01_18-16-73_WB06+5730	1910.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	5730	5733	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	war es Zeit, an meine Rettung zu denken. Noch standen treu die Pferde an ihren Plätzen. [...] [B]eeilten sich die Pferde wie auf der Herfahrt, sprang 	ich	 ja gewissermaßen aus diesem Bett in meines.“  Der Landarzt macht sich auf den Weg nach Hause: Gehorsam zog sich ein Pferd vom Fenster zurück; [...] I
HA-NdL_15-06-01_18-16-73_WB06+5882	1911.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	Ich	5882	5885	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	h ja gewissermaßen aus diesem Bett in meines.“  Der Landarzt macht sich auf den Weg nach Hause: Gehorsam zog sich ein Pferd vom Fenster zurück; [...] 	Ich	 schwang mich aufs Pferd. Die Riemen lose schleifend, ein Pferd kaum mit dem andern verbunden, der Wagen irrend hinterher. Der Arzt versucht das Gespa
HA-NdL_15-06-01_18-16-73_WB06+6148	1912.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	6148	6151	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	interher. Der Arzt versucht das Gespann zu dem selben Tempo wie auf dem Hinweg zu bewegen, doch es geht nur schleppend in die Kälte: „’Munter!’ sagte 	ich	, aber munter ging's nicht; langsam wie alte Männer zogen wir durch die Schneewüste.“ Der Protagonist zieht sein Resümee: „Nackt, [...] mit irdischem 
HA-NdL_15-06-01_18-16-73_WB06+6336	1913.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	6336	6339	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	 wie alte Männer zogen wir durch die Schneewüste.“ Der Protagonist zieht sein Resümee: „Nackt, [...] mit irdischem Wagen, unirdischen Pferden, treibe 	ich	 mich alter Mann umher.“  3.  Forschungslage Wilhelm Emrichs universeller Ansatz einer Interpretation lässt eine eigene Zusammenfassung schwer zu. . E
HA-NdL_15-06-01_18-16-73_WB06+8303	1914.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	8303	8306	Verfasser-Ich	Verfasser-Ich	Forscher-Ich*	Verfasser-Ich	rough_match_5	tellt in seiner Untersuchung weiter interpretierend die Frage nach der Bedeutung der Pferde und des Pferdeknechts. Er führt weitere Beispiele an, die 	ich	 oben bereits  genannt habe, z. B. das Entdecken der Wunde des Patienten durch das gemeinsame Wiehern beider Pferde. Emrich schreibt:Die Pferde verhei
HA-NdL_15-06-01_18-16-73_WB06+8998	1915.0	HA-NdL_15-06-01_18-16-73_WB06	15-06-01_HA-NdL_18-16-73_WB06.txt	ich	8998	9001	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	rough_match_5	 Wildheit und richtungsloser Geist. Die unirdischen 'unbeherrschbaren Pferde' […] übernehmen die Führung, aber 'wären es nicht zufällig Pferde, müßte 	ich	 mit Säuen fahren. So ist es' […]. Jedes Mittel ist unserem Zeitalter recht. Alle Sphären sind beliebig vertauschbar.  Detlef Kremer bietet in seiner 
HA-Ort-Raum-Raeumlichkeit_13-01-14_08-09-12_SB03+7434	1935.0	HA-Ort-Raum-Raeumlichkeit_13-01-14_08-09-12_SB03	13-01-14_HA-Ort-Raum-Raeumlichkeit_08-09-12_SB03.txt	ich	7434	7437	Forscher-Ich*	Forscher-Ich*	Forscher-Ich*	Forscher-Ich	fullmatch	hkeiten um und beschreiben. Eins der wichtigsten Mittel um Geo und Poetik zusammenzubringen, ist für Diederich-Schnellenberger die Metapher. Dem kann 	ich	 was Gogols Erzählungen angeht durchaus zustimmen.  Mit diesen Mittel kommen sich Dichtung und Wissenschaft erstaunlicherweise immer näher. Auch weil 
HA-Ort-Raum-Raeumlichkeit_13-01-14_08-09-12_SB03+7904	1936.0	HA-Ort-Raum-Raeumlichkeit_13-01-14_08-09-12_SB03	13-01-14_HA-Ort-Raum-Raeumlichkeit_08-09-12_SB03.txt	ich	7904	7907	Verfasser-Ich	Forscher-Ich*	Verfasser-Ich*	Verfasser-Ich*	fullmatch	gung eines Wortes in einen neuen Sinnzusammenhang, wobei eine gewisse Analogie von ursprünglicher Wortbedetung und der übertragenen Vorliegt“ So gebe 	ich	 in der Analyse der Texte eher deutliche dem sinnzusamnehang nahe Merthaphern wie auch nur im Kntext zu vertshende Methaphern, als Beispiel. Schnellen
HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06+21716	1940.0	HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06	11-12-05_HA-Philosophie-der-Kunst_10-03-13_WB06.txt	Ich	21716	21719	Verfasser-Ich	Verfasser-Ich	Forscher-Ich*	Verfasser-Ich	no_match	None	None	None
HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06+23209	1941.0	HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06	11-12-05_HA-Philosophie-der-Kunst_10-03-13_WB06.txt	ich	23209	23212	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	no_match	None	None	None
HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06+23458	1942.0	HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06	11-12-05_HA-Philosophie-der-Kunst_10-03-13_WB06.txt	Ich	23458	23461	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	no_match	None	None	None
HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06+28156	1943.0	HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06	11-12-05_HA-Philosophie-der-Kunst_10-03-13_WB06.txt	ich	28156	28159	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	no_match	None	None	None
HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06+28412	1944.0	HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06	11-12-05_HA-Philosophie-der-Kunst_10-03-13_WB06.txt	ich	28412	28415	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	no_match	None	None	None
HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06+28559	1945.0	HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06	11-12-05_HA-Philosophie-der-Kunst_10-03-13_WB06.txt	ich	28559	28562	Verfasser-Ich	Verfasser-Ich	Forscher-Ich*	Verfasser-Ich	no_match	None	None	None
HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06+28986	1946.0	HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06	11-12-05_HA-Philosophie-der-Kunst_10-03-13_WB06.txt	ich	28986	28989	Verfasser-Ich	Forscher-Ich*	Forscher-Ich	Erzähler-Ich	rough_match_15	ität zu vereinheitlichen. In dem zweiten Kapital begreiffe ich die Wirkung der Einbildungskraft von „Ineinsbildung“ und „Individuation“ und dann habe 	ich	 das „Symbol“ der Art von der Darstellung des Absolute erklärt. Deshalb ist es klar geworden, dass die Kräfte von „Ineinsbildung“ und „Individuation“ 
HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06+29130	1947.0	HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06	11-12-05_HA-Philosophie-der-Kunst_10-03-13_WB06.txt	ich	29130	29133	Verfasser-Ich	Forscher-Ich*	Forscher-Ich	Erzähler-Ich	no_match	None	None	None
HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06+29721	1948.0	HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06	11-12-05_HA-Philosophie-der-Kunst_10-03-13_WB06.txt	ich	29721	29724	Forscher-Ich*	Forscher-Ich*	Forscher-Ich*	Forscher-Ich*	no_match	None	None	None
HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06+3817	1937.0	HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06	11-12-05_HA-Philosophie-der-Kunst_10-03-13_WB06.txt	ich	3817	3820	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich*	no_match	None	None	None
HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06+4647	1938.0	HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06	11-12-05_HA-Philosophie-der-Kunst_10-03-13_WB06.txt	ich	4647	4650	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	no_match	None	None	None
HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06+7408	1939.0	HA-Philosophie-der-Kunst_11-12-05_10-03-13_WB06	11-12-05_HA-Philosophie-der-Kunst_10-03-13_WB06.txt	ich	7408	7411	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich	Verfasser-Ich*	"""Ich"" in Beispielen,Zitaten etc"	no_match	None	None	None
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+106	1950.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	Ich	106	109	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	SB-Ich	SB-Ich	fullmatch		Ich	 habe den Eindruck, dass ich zu allem zwar etwas geschrieben habe aber es nicht wirklich gut strukturiert habe.  Zudem finde ich die Methodische und d
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+134	1951.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	134	137	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	SB-Ich	SB-Ich	fullmatch		ich	 zu allem zwar etwas geschrieben habe aber es nicht wirklich gut strukturiert habe.  Zudem finde ich die Methodische und didaktische Überlegungen nich
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+1513	1953.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	1513	1516	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	Unterrichtsentwurfs?  4. Literaturverzeichnis 5. Internetquellen      0 Einleitung  In meiner Hausarbeit zum Thema „Philosophieren mit Kindern“ werde 	ich	 zunächst eine grundlegende Einführung in die Philosophie darlegen. Im weiteren Verlauf werde ich die  Philosophie in Religionsunterricht weiterhin au
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+1610	1954.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	1610	1613	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	sarbeit zum Thema „Philosophieren mit Kindern“ werde ich zunächst eine grundlegende Einführung in die Philosophie darlegen. Im weiteren Verlauf werde 	ich	 die  Philosophie in Religionsunterricht weiterhin ausführen. Zudem beziehe ich mich darauf, wie die Kinder in einer Unterrichtsdiskussion zum Nachden
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+1689	1955.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	1689	1692	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich*	fullmatch	ende Einführung in die Philosophie darlegen. Im weiteren Verlauf werde ich die  Philosophie in Religionsunterricht weiterhin ausführen. Zudem beziehe 	ich	 mich darauf, wie die Kinder in einer Unterrichtsdiskussion zum Nachdenken gebracht werden können und stelle zudem nochmals drei unterschiedliche Meth
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+18451	1962.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	18451	18454	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	 Eltern ihren Kindern den Tod verschweigen, sind diese nicht darauf vorbereitet, wenn diese tatsächlich eintritt. Mit dieser Unterrichtsenfwort werde 	ich	 den Begriff Tod den Kinder verständlich machen. Im weiteren werde ich zeigen wie man mit einigen Anregungen einen durchdachten Gespräch in der Klasse
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+18521	1963.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	18521	18524	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	rbereitet, wenn diese tatsächlich eintritt. Mit dieser Unterrichtsenfwort werde ich den Begriff Tod den Kinder verständlich machen. Im weiteren werde 	ich	 zeigen wie man mit einigen Anregungen einen durchdachten Gespräch in der Klasse halten kann.  In der Gesamtheit gilt es die Bedeutung vom Tod zu erfa
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+19856	1964.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	Ich	19856	19859	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	t : Professor Schmid Schmid: Stellen wir uns doch mal vor, es gäbe den Tod nicht. Wir wären unsterblich. Hätten wir einen Grund, morgens aufzustehen? 	Ich	 könnte auch in tausend Jahren aufstehen. Wenn ich mich mit einem Freund gestritten habe – warum soll ich mich jetzt mit ihm versöhnen? Das könnte ich
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+19906	1965.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	19906	19909	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	mal vor, es gäbe den Tod nicht. Wir wären unsterblich. Hätten wir einen Grund, morgens aufzustehen? Ich könnte auch in tausend Jahren aufstehen. Wenn 	ich	 mich mit einem Freund gestritten habe – warum soll ich mich jetzt mit ihm versöhnen? Das könnte ich in hundert Jahren auch noch machen. Es kann also 
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+19961	1966.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	19961	19964	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	Hätten wir einen Grund, morgens aufzustehen? Ich könnte auch in tausend Jahren aufstehen. Wenn ich mich mit einem Freund gestritten habe – warum soll 	ich	 mich jetzt mit ihm versöhnen? Das könnte ich in hundert Jahren auch noch machen. Es kann also gut sein, dass das Leben ohne den Tod jede Spannung und
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+20006	1967.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	20006	20009	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	Ich könnte auch in tausend Jahren aufstehen. Wenn ich mich mit einem Freund gestritten habe – warum soll ich mich jetzt mit ihm versöhnen? Das könnte 	ich	 in hundert Jahren auch noch machen. Es kann also gut sein, dass das Leben ohne den Tod jede Spannung und jeden Reiz verliert.  Denn das Leben ist dan
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+22649	1968.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	Ich	22649	22652	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	ein wunderschöner Herbsttag. Das Schweinchen pflückte gerade Äpfel ........ als der Frosch daher kam. Er schaute gar nicht so lustig drei wie sonst. „	Ich	 hab was gefunden“, sagte der Frosch. „Was denn?“ fragte das Schweinchen. „Komm mit, ich zeig’s dir“, sagte der Frosch. Während sie miteinander gingen
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+22737	1969.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	22737	22740	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	ch daher kam. Er schaute gar nicht so lustig drei wie sonst. „Ich hab was gefunden“, sagte der Frosch. „Was denn?“ fragte das Schweinchen. „Komm mit, 	ich	 zeig’s dir“, sagte der Frosch. Während sie miteinander gingen, wurde das Schweinchen immer unruhiger. „Schau“, sagte der Frosch. „Mit der Amsel stimm
HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13+234	1952.0	HA-Philosophieren-mit-Kindern_12-06-25_08-03-18_SB13	12-06-25_HA-Philosophieren-mit-Kindern_08-03-18_SB13.txt	ich	234	237	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	SB-Ich	SB-Ich	fullmatch	 gekommen bin bisher. Ich habe den Eindruck, dass ich zu allem zwar etwas geschrieben habe aber es nicht wirklich gut strukturiert habe.  Zudem finde 	ich	 die Methodische und didaktische Überlegungen nicht ausreichend.   Bezug zum Rahmenplan?  Welche Strategien? → problemorientierte Unterricht          
